id;kullanici_id;yontem;baslangic_zamani;bitis_zamani;sure_ms;sonuc;deger
5;1;hardware;2024-12-17 04:36:58.981219;2024-12-17 04:36:59.263453;282;1;
6;1;hardware;2024-12-17 04:37:21.129648;2024-12-17 04:37:21.272296;142;1;
7;1;hardware;2024-12-17 04:38:24.330878;2024-12-17 04:38:25.580790;1249;1;
8;1;hardware;2024-12-17 04:38:24.330878;2024-12-17 04:38:25.582807;1251;1;
9;1;hardware;2024-12-17 04:39:15.903557;2024-12-17 04:39:16.127830;224;1;
10;1;hardware;2024-12-17 04:39:22.547542;2024-12-17 04:39:22.686849;139;1;
12;1;hardware;2024-12-17 04:41:37.943897;2024-12-17 04:41:38.219683;275;1;
13;1;hardware;2024-12-17 04:41:49.832561;2024-12-17 04:41:49.877201;44;0;
14;1;hardware;2024-12-17 10:43:32.412908;2024-12-17 10:43:32.806875;393;1;
15;1;hardware;2024-12-18 22:10:59.697272;2024-12-18 22:10:59.738434;41;0;
16;1;hardware;2024-12-19 00:47:46.885447;2024-12-19 00:47:47.279241;393;1;
17;1;email;2024-12-19 00:48:33.967009;2024-12-19 00:48:52.465322;18498;1;
23;1;email;2024-12-19 00:55:56.524372;2024-12-19 00:56:22.245353;25720;1;
32;1;email;2024-12-19 01:13:27.387100;2024-12-19 01:13:37.477903;10090;1;
33;1;email;2024-12-19 01:13:48.213495;2024-12-19 01:14:02.178948;13965;0;
34;1;email;2024-12-19 01:18:36.132200;2024-12-19 01:18:53.697027;17564;1;
37;1;email;2024-12-19 01:45:07.931503;2024-12-19 01:45:21.054575;13123;1;
38;1;email;2024-12-19 01:46:06.035134;2024-12-19 01:46:17.576919;11541;1;
39;1;email;2024-12-19 01:48:06.271542;2024-12-19 01:48:22.884384;16612;1;
40;1;email;2024-12-19 01:48:39.902998;2024-12-19 01:48:54.148804;14245;1;
41;1;email;2024-12-19 01:49:03.772862;2024-12-19 01:49:15.914676;12141;0;
42;1;email;2024-12-19 01:49:03.772862;2024-12-19 01:49:28.129879;24357;1;
43;1;email;2024-12-19 02:43:28.004617;2024-12-19 02:43:32.184348;4179;1;
44;1;push;2024-12-19 02:45:52.050269;2024-12-19 02:45:58.445764;6395;1;
45;1;push;2024-12-19 02:49:52.816532;2024-12-19 02:52:28.997880;156181;1;
46;1;push;2024-12-19 02:52:38.290187;2024-12-19 02:52:42.939602;4649;1;
47;1;push;2024-12-19 02:52:49.012709;2024-12-19 02:52:53.221375;4208;0;
55;1;sms;2024-12-19 15:38:35.220739;2024-12-19 15:38:50.164648;14943;1;
79;1;push;2024-12-19 19:18:12.509139;2024-12-19 19:18:35.139308;22630;1;
80;1;push;2024-12-19 19:33:55.748681;2024-12-19 19:34:07.144534;11395;1;
81;1;push;2024-12-19 20:00:48.980315;2024-12-19 20:00:57.445725;8465;1;
91;1;face;2024-12-19 21:22:13.961112;2024-12-19 21:22:18.119239;4158;67.5915264576039;
92;1;face;2024-12-19 21:27:37.245015;2024-12-19 21:27:40.964780;3719;71.732516803965;
93;1;face;2024-12-19 21:28:21.210021;2024-12-19 21:28:24.908953;3698;68.4921251560318;
94;1;face;2024-12-19 21:29:04.044614;2024-12-19 21:29:07.735688;3691;91.9240481972239;
95;1;face;2024-12-20 03:04:09.948990;2024-12-20 03:04:16.562835;6613;58.0096236572093;
96;1;face;2024-12-20 03:07:41.450093;2024-12-20 03:07:45.040294;3590;61.5363418503537;
97;1;face;2024-12-20 03:08:06.228685;2024-12-20 03:08:09.777694;3549;62.8697099423105;
98;1;face;2024-12-20 03:08:43.507450;2024-12-20 03:08:47.063389;3555;58.9544611477456;
99;1;face;2024-12-20 03:08:54.390495;2024-12-20 03:08:57.906222;3515;69.5870371440084;
102;1;face;2024-12-20 03:10:12.118706;2024-12-20 03:10:15.664755;3546;69.7823960439695;
104;1;email;2024-12-20 03:40:45.485686;2024-12-20 03:41:03.883245;18397;1;
105;1;email;2024-12-20 03:41:16.815722;2024-12-20 03:41:29.786834;12971;1;
106;1;email;2024-12-20 03:41:36.859925;2024-12-20 03:41:47.493954;10634;1;
107;1;email;2024-12-20 03:41:56.924303;2024-12-20 03:42:10.265334;13341;1;
108;1;sms;2024-12-20 03:42:28.343584;2024-12-20 03:42:48.835691;20492;1;
109;1;sms;2024-12-20 03:42:57.828078;2024-12-20 03:43:17.184883;19356;1;
111;1;sms;2024-12-20 03:44:04.571398;2024-12-20 03:46:16.242797;131671;1;
112;1;sms;2024-12-20 03:46:20.204451;2024-12-20 03:46:33.376747;13172;1;
113;1;totp;2024-12-20 03:54:26.799405;2024-12-20 03:54:46.958505;20159;1;
114;1;totp;2024-12-20 03:54:51.400482;2024-12-20 03:54:56.577454;5176;1;
115;1;totp;2024-12-20 03:54:58.596855;2024-12-20 03:55:06.920581;8323;1;
118;1;totp;2024-12-20 03:55:30.008647;2024-12-20 03:55:35.284747;5276;1;
119;1;totp;2024-12-20 03:55:37.249883;2024-12-20 03:55:41.272530;4022;1;
120;1;totp;2024-12-20 03:55:42.939294;2024-12-20 03:55:47.357413;4418;1;
121;1;totp;2024-12-20 03:55:51.641865;2024-12-20 03:55:57.648802;6006;1;
122;1;totp;2024-12-20 03:56:01.222388;2024-12-20 03:56:07.077680;5855;1;
123;1;totp;2024-12-20 03:56:10.950462;2024-12-20 03:56:17.689429;6738;1;
125;1;face;2024-12-20 03:56:37.481590;2024-12-20 03:56:41.022610;3541;69.2681051404646;
126;1;face;2024-12-20 03:56:44.484213;2024-12-20 03:56:48.007105;3522;66.7457766569371;
127;1;face;2024-12-20 03:56:51.512144;2024-12-20 03:56:55.041435;3529;69.2912938265151;
128;1;face;2024-12-20 03:56:58.421767;2024-12-20 03:57:01.954429;3532;68.6952147696286;
129;1;face;2024-12-20 03:57:04.800242;2024-12-20 03:57:08.315803;3515;69.4136839973017;
130;1;push;2024-12-20 04:02:22.204820;2024-12-20 04:02:26.669111;4464;1;
131;1;push;2024-12-20 04:02:29.551116;2024-12-20 04:02:32.689769;3138;1;
132;1;push;2024-12-20 04:02:35.966910;2024-12-20 04:02:38.717576;2750;1;
133;1;push;2024-12-20 04:02:46.034360;2024-12-20 04:02:50.196654;4162;1;
134;1;push;2024-12-20 04:04:54.429483;2024-12-20 04:05:03.492545;9063;1;
135;3;totp;2024-12-20 13:51:32.931269;2024-12-20 13:51:54.715839;21784;1;
136;3;totp;2024-12-20 13:52:00.733925;2024-12-20 13:52:10.658975;9925;1;
137;3;totp;2024-12-20 13:52:18.410848;2024-12-20 13:52:26.269121;7858;1;
138;3;totp;2024-12-20 13:52:31.916113;2024-12-20 13:52:38.887079;6970;1;
139;3;totp;2024-12-20 13:52:44.471113;2024-12-20 13:52:54.224652;9753;1;
140;3;totp;2024-12-20 13:52:59.220763;2024-12-20 13:53:07.505626;8284;1;
141;3;totp;2024-12-20 13:53:10.817616;2024-12-20 13:53:17.660818;6843;1;
142;3;totp;2024-12-20 13:53:21.443525;2024-12-20 13:53:45.795190;24351;1;
143;3;totp;2024-12-20 13:53:51.611895;2024-12-20 13:53:57.815633;6203;1;
144;3;totp;2024-12-20 13:54:00.410012;2024-12-20 13:54:06.456435;6046;1;
145;3;totp;2024-12-20 13:54:09.725882;2024-12-20 13:54:15.465636;5739;1;
146;3;totp;2024-12-20 13:54:19.627557;2024-12-20 13:54:25.577823;5950;1;
147;3;totp;2024-12-20 13:54:28.677991;2024-12-20 13:54:35.899727;7221;1;
148;3;totp;2024-12-20 13:54:38.642897;2024-12-20 13:54:45.290769;6647;1;
149;3;totp;2024-12-20 13:54:48.451355;2024-12-20 13:54:53.701550;5250;1;
150;3;totp;2024-12-20 13:54:56.773107;2024-12-20 13:55:05.232064;8458;1;
151;3;totp;2024-12-20 13:55:08.227196;2024-12-20 13:55:14.241920;6014;1;
152;3;totp;2024-12-20 13:55:18.154981;2024-12-20 13:55:23.574693;5419;1;
153;3;totp;2024-12-20 13:55:26.563457;2024-12-20 13:55:35.860258;9296;1;
154;3;totp;2024-12-20 13:55:38.847680;2024-12-20 13:55:44.497880;5650;1;
155;3;totp;2024-12-20 13:55:49.301410;2024-12-20 13:55:54.160235;4858;1;
156;3;totp;2024-12-20 13:55:57.527984;2024-12-20 13:56:06.585981;9057;1;
157;3;totp;2024-12-20 13:56:09.380789;2024-12-20 13:56:14.694363;5313;1;
158;3;totp;2024-12-20 13:56:18.951557;2024-12-20 13:56:24.287755;5336;1;
159;3;totp;2024-12-20 13:56:27.391830;2024-12-20 13:56:35.119054;7727;1;
160;3;hardware;2024-12-20 13:57:12.144042;2024-12-20 13:57:12.498013;353;1;
161;3;hardware;2024-12-20 13:57:16.274721;2024-12-20 13:57:16.452032;177;1;
162;3;hardware;2024-12-20 13:57:19.228746;2024-12-20 13:57:19.399752;171;1;
163;3;hardware;2024-12-20 13:57:22.078896;2024-12-20 13:57:22.252309;173;1;
164;3;hardware;2024-12-20 13:57:25.240093;2024-12-20 13:57:25.401386;161;1;
167;3;hardware;2024-12-20 13:57:42.959356;2024-12-20 13:57:43.178523;219;1;
168;3;hardware;2024-12-20 13:57:46.475209;2024-12-20 13:57:46.648546;173;1;
169;3;hardware;2024-12-20 13:57:49.175961;2024-12-20 13:57:49.344982;169;1;
170;3;hardware;2024-12-20 13:57:51.682222;2024-12-20 13:57:51.871453;189;1;
171;3;hardware;2024-12-20 13:57:54.033550;2024-12-20 13:57:54.198398;164;1;
172;3;hardware;2024-12-20 13:57:56.485579;2024-12-20 13:57:56.658630;173;1;
173;3;hardware;2024-12-20 13:57:59.596464;2024-12-20 13:57:59.776234;179;1;
174;3;hardware;2024-12-20 13:58:02.175972;2024-12-20 13:58:02.349894;173;1;
175;3;hardware;2024-12-20 13:58:04.863913;2024-12-20 13:58:05.034020;170;1;
176;3;hardware;2024-12-20 13:58:07.242353;2024-12-20 13:58:07.410439;168;1;
177;3;hardware;2024-12-20 13:58:09.902582;2024-12-20 13:58:10.087129;184;1;
178;3;hardware;2024-12-20 13:58:12.242277;2024-12-20 13:58:12.411458;169;1;
179;3;hardware;2024-12-20 13:58:14.717271;2024-12-20 13:58:14.883571;166;1;
180;3;hardware;2024-12-20 13:58:17.306788;2024-12-20 13:58:17.479296;172;1;
181;3;hardware;2024-12-20 13:58:19.712228;2024-12-20 13:58:19.894895;182;1;
182;3;hardware;2024-12-20 13:58:22.052504;2024-12-20 13:58:22.221002;168;1;
183;3;hardware;2024-12-20 13:58:24.532359;2024-12-20 13:58:24.698605;166;1;
184;3;hardware;2024-12-20 13:58:27.286761;2024-12-20 13:58:27.465766;179;1;
185;3;hardware;2024-12-20 13:58:29.573782;2024-12-20 13:58:29.751312;177;1;
186;3;hardware;2024-12-20 13:58:35.365766;2024-12-20 13:58:35.550034;184;1;
187;3;face;2024-12-20 13:58:50.163214;2024-12-20 13:58:53.967920;3804;76.0915058836513;
188;3;face;2024-12-20 13:58:59.266858;2024-12-20 13:59:02.987389;3720;79.4903014960545;
189;3;face;2024-12-20 13:59:07.776409;2024-12-20 13:59:11.458230;3681;74.7478031717128;
190;3;face;2024-12-20 13:59:16.407379;2024-12-20 13:59:20.132303;3724;72.1488250913816;
191;3;face;2024-12-20 13:59:24.475076;2024-12-20 13:59:28.175677;3700;72.6865161969782;
192;3;face;2024-12-20 13:59:32.520663;2024-12-20 13:59:36.236150;3715;66.9245399385424;
193;3;face;2024-12-20 13:59:39.872213;2024-12-20 13:59:43.590298;3718;66.6105902592195;
194;3;face;2024-12-20 13:59:49.410617;2024-12-20 13:59:53.115296;3704;79.3906480375443;
195;3;face;2024-12-20 13:59:57.037514;2024-12-20 14:00:00.750463;3712;77.0201831712373;
196;3;face;2024-12-20 14:00:05.885476;2024-12-20 14:00:09.586533;3701;69.7936371163391;
197;3;face;2024-12-20 14:00:16.695294;2024-12-20 14:00:20.394198;3698;75.8758580315829;
198;3;face;2024-12-20 14:00:24.594364;2024-12-20 14:00:28.289944;3695;69.1535550067569;
200;3;face;2024-12-20 14:00:39.595540;2024-12-20 14:00:43.300853;3705;67.5135550114292;
201;3;face;2024-12-20 14:00:46.649584;2024-12-20 14:00:50.338292;3688;66.4322082142509;
202;3;face;2024-12-20 14:00:54.552484;2024-12-20 14:00:58.301867;3749;78.6081917034212;
203;3;face;2024-12-20 14:01:01.841339;2024-12-20 14:01:05.549709;3708;70.3364528671403;
204;3;face;2024-12-20 14:01:11.654980;2024-12-20 14:01:15.351265;3696;69.7368322043696;
205;3;face;2024-12-20 14:01:18.999204;2024-12-20 14:01:22.729184;3729;72.3608055463432;
206;3;face;2024-12-20 14:01:26.336230;2024-12-20 14:01:30.041723;3705;77.3792464100154;
207;3;face;2024-12-20 14:01:35.520485;2024-12-20 14:01:39.226956;3706;69.5046064194878;
208;3;face;2024-12-20 14:01:44.320302;2024-12-20 14:01:48.052674;3732;79.889160542984;
209;3;face;2024-12-20 14:01:55.914449;2024-12-20 14:01:59.645413;3730;84.6627795630334;
210;3;face;2024-12-20 14:02:06.140278;2024-12-20 14:02:09.864132;3723;70.6748544497466;
211;3;face;2024-12-20 14:02:14.761974;2024-12-20 14:02:18.443544;3681;72.9070765102841;
212;3;face;2024-12-20 14:02:23.158795;2024-12-20 14:02:26.864873;3706;83.3821142587027;
213;3;email;2024-12-20 14:04:01.773571;2024-12-20 14:06:13.530410;131756;1;
214;3;email;2024-12-20 14:06:21.975952;2024-12-20 14:06:37.145394;15169;1;
215;3;email;2024-12-20 14:06:41.121380;2024-12-20 14:06:51.543067;10425;1;
216;3;email;2024-12-20 14:06:46.553345;2024-12-20 14:07:14.779850;28226;0;
217;3;email;2024-12-20 14:07:35.553345;2024-12-20 14:07:48.286027;12732;1;
218;3;email;2024-12-20 14:07:56.906224;2024-12-20 14:08:07.129471;10223;1;
219;3;email;2024-12-20 14:08:14.273145;2024-12-20 14:08:25.985140;11711;1;
220;3;email;2024-12-20 14:08:34.077197;2024-12-20 14:08:43.622309;9545;1;
221;3;email;2024-12-20 14:08:50.875036;2024-12-20 14:08:59.112244;8237;1;
222;3;email;2024-12-20 14:09:06.748515;2024-12-20 14:09:17.401283;10652;1;
223;3;email;2024-12-20 14:09:26.239476;2024-12-20 14:09:36.880228;10640;1;
224;3;email;2024-12-20 14:09:44.931491;2024-12-20 14:09:54.182865;9251;1;
225;3;email;2024-12-20 14:10:01.813662;2024-12-20 14:10:18.703837;16890;1;
226;3;email;2024-12-20 14:10:28.042606;2024-12-20 14:10:38.333541;10290;1;
227;3;email;2024-12-20 14:10:51.081413;2024-12-20 14:11:01.442894;10361;1;
228;3;email;2024-12-20 14:11:09.981824;2024-12-20 14:11:19.992296;10010;1;
229;3;email;2024-12-20 14:11:27.978272;2024-12-20 14:11:36.693245;8714;1;
230;3;email;2024-12-20 14:11:46.284986;2024-12-20 14:11:55.509487;9224;1;
231;3;email;2024-12-20 14:12:04.365505;2024-12-20 14:12:14.104889;9739;1;
232;3;email;2024-12-20 14:12:21.716334;2024-12-20 14:12:32.352052;10635;1;
233;3;email;2024-12-20 14:12:41.980171;2024-12-20 14:12:50.319701;8339;1;
234;3;email;2024-12-20 14:13:02.869283;2024-12-20 14:13:10.907433;8038;1;
235;3;email;2024-12-20 14:13:22.016932;2024-12-20 14:13:30.435479;8418;1;
236;3;email;2024-12-20 14:13:40.762721;2024-12-20 14:13:51.493631;10730;1;
237;3;email;2024-12-20 14:14:00.310639;2024-12-20 14:14:14.066067;13755;1;
238;3;sms;2024-12-20 14:15:45.277375;2024-12-20 14:16:02.072414;16795;1;
239;3;sms;2024-12-20 14:16:05.113679;2024-12-20 14:16:22.129435;17015;1;
240;3;sms;2024-12-20 14:16:25.591159;2024-12-20 14:16:41.789351;16198;1;
241;3;sms;2024-12-20 14:16:44.716637;2024-12-20 14:17:28.060440;43343;1;
242;3;sms;2024-12-20 14:17:32.585293;2024-12-20 14:17:43.285478;10700;1;
244;3;sms;2024-12-20 14:18:00.656343;2024-12-20 14:18:10.845042;10188;1;
245;3;sms;2024-12-20 14:18:13.548609;2024-12-20 14:18:23.881855;10333;1;
246;3;sms;2024-12-20 14:18:25.988969;2024-12-20 14:18:34.947108;8958;1;
247;3;sms;2024-12-20 14:18:37.522452;2024-12-20 14:18:46.021200;8498;1;
248;3;sms;2024-12-20 14:18:48.262040;2024-12-20 14:18:58.259914;9997;1;
249;3;sms;2024-12-20 14:19:02.339195;2024-12-20 14:19:10.822710;8483;1;
250;3;sms;2024-12-20 14:19:14.138632;2024-12-20 14:19:23.460020;9321;1;
251;3;sms;2024-12-20 14:19:26.873485;2024-12-20 14:19:35.498682;8625;1;
252;3;sms;2024-12-20 14:19:38.383902;2024-12-20 14:19:47.373455;8989;1;
253;3;sms;2024-12-20 14:19:49.866507;2024-12-20 14:19:58.551005;8684;1;
254;3;sms;2024-12-20 14:20:01.112620;2024-12-20 14:20:10.637889;9525;1;
255;3;sms;2024-12-20 14:20:14.531089;2024-12-20 14:20:24.445212;9914;1;
256;3;sms;2024-12-20 14:20:27.089286;2024-12-20 14:20:36.546884;9457;1;
257;3;sms;2024-12-20 14:20:39.716557;2024-12-20 14:20:51.467675;11751;1;
258;3;sms;2024-12-20 14:20:55.437691;2024-12-20 14:21:05.462068;10024;1;
259;3;sms;2024-12-20 14:21:08.547260;2024-12-20 14:21:24.149146;15601;1;
260;3;sms;2024-12-20 14:21:29.168853;2024-12-20 14:21:44.347150;15178;1;
261;3;sms;2024-12-20 14:21:47.873872;2024-12-20 14:22:00.247277;12373;1;
262;3;sms;2024-12-20 14:22:02.827602;2024-12-20 14:22:19.472964;16645;1;
263;3;sms;2024-12-20 14:22:23.503610;2024-12-20 14:22:49.585459;26081;1;
264;3;push;2024-12-20 14:23:42.110725;2024-12-20 14:23:50.258222;8147;0;
265;3;push;2024-12-20 14:23:56.225844;2024-12-20 14:24:06.326306;10100;1;
266;3;push;2024-12-20 14:24:17.848838;2024-12-20 14:24:19.948148;2099;1;
267;3;push;2024-12-20 14:24:25.459004;2024-12-20 14:24:27.354783;1895;1;
268;3;push;2024-12-20 14:24:32.022064;2024-12-20 14:24:33.879744;1857;1;
269;3;push;2024-12-20 14:24:39.401650;2024-12-20 14:24:41.140710;1739;1;
270;3;push;2024-12-20 14:24:45.746585;2024-12-20 14:24:47.892379;2145;1;
271;3;push;2024-12-20 14:24:54.687656;2024-12-20 14:24:56.919153;2231;1;
272;3;push;2024-12-20 14:25:04.738882;2024-12-20 14:25:06.439017;1700;1;
273;3;push;2024-12-20 14:25:11.859343;2024-12-20 14:25:13.995404;2136;1;
274;3;push;2024-12-20 14:25:20.970925;2024-12-20 14:25:23.127222;2156;1;
275;3;push;2024-12-20 14:25:29.668344;2024-12-20 14:25:31.619200;1950;1;
276;3;push;2024-12-20 14:25:39.602549;2024-12-20 14:25:42.586116;2983;1;
277;3;push;2024-12-20 14:25:49.060675;2024-12-20 14:25:51.480606;2419;1;
278;3;push;2024-12-20 14:25:58.487580;2024-12-20 14:26:00.904769;2417;1;
279;3;push;2024-12-20 14:26:10.834713;2024-12-20 14:26:12.789325;1954;1;
280;3;push;2024-12-20 14:26:20.767910;2024-12-20 14:26:22.643334;1875;1;
281;3;push;2024-12-20 14:26:30.604165;2024-12-20 14:26:33.069284;2465;1;
283;3;push;2024-12-20 14:26:46.369852;2024-12-20 14:26:48.119602;1749;1;
284;3;push;2024-12-20 14:26:53.882772;2024-12-20 14:26:56.200957;2318;1;
285;3;push;2024-12-20 14:27:01.829392;2024-12-20 14:27:03.574492;1745;1;
286;3;push;2024-12-20 14:27:08.076832;2024-12-20 14:27:11.789385;3712;1;
287;3;push;2024-12-20 14:27:16.265284;2024-12-20 14:27:17.711380;1446;1;
288;3;push;2024-12-20 14:27:22.720267;2024-12-20 14:27:25.083228;2362;1;
289;3;push;2024-12-20 14:27:30.432549;2024-12-20 14:27:34.193741;3761;1;
290;1;push;2024-12-20 14:33:59.926008;2024-12-20 14:34:10.451334;10525;1;
292;4;face;2024-12-20 14:40:05.669917;2024-12-20 14:40:09.363916;3693;71.1728819334042;
293;4;face;2024-12-20 14:40:17.081436;2024-12-20 14:40:20.787533;3706;70.1136152156732;
294;4;face;2024-12-20 14:40:26.824877;2024-12-20 14:40:30.530368;3705;69.1184672184027;
295;4;face;2024-12-20 14:40:36.119016;2024-12-20 14:40:39.834201;3715;76.0234144606705;
296;4;face;2024-12-20 14:40:48.250295;2024-12-20 14:40:51.945248;3694;77.0826972055354;
297;4;face;2024-12-20 14:40:59.250645;2024-12-20 14:41:02.927640;3676;79.7469043082882;
298;4;face;2024-12-20 14:41:08.941440;2024-12-20 14:41:12.628113;3686;76.6356276552653;
299;4;face;2024-12-20 14:41:17.461121;2024-12-20 14:41:21.157575;3696;72.4251859467774;
300;4;face;2024-12-20 14:41:25.964641;2024-12-20 14:41:29.674517;3709;72.9963282797689;
301;4;face;2024-12-20 14:41:35.350543;2024-12-20 14:41:39.072019;3721;73.5701148566352;
302;4;face;2024-12-20 14:41:45.095956;2024-12-20 14:41:48.796153;3700;70.9723200074533;
303;4;face;2024-12-20 14:41:53.768695;2024-12-20 14:41:57.481972;3713;75.0437196016531;
305;4;face;2024-12-20 14:42:12.499552;2024-12-20 14:42:16.203306;3703;69.6475992038882;
306;4;face;2024-12-20 14:42:21.043788;2024-12-20 14:42:24.739181;3695;72.389690712607;
307;4;face;2024-12-20 14:42:30.106803;2024-12-20 14:42:33.849204;3742;74.5993039214136;
308;4;face;2024-12-20 14:42:45.577491;2024-12-20 14:42:49.272986;3695;72.3465777470943;
309;4;face;2024-12-20 14:42:55.260620;2024-12-20 14:42:58.968372;3707;71.9066312840991;
310;4;face;2024-12-20 14:43:04.611078;2024-12-20 14:43:08.333218;3722;73.5861953845632;
311;4;face;2024-12-20 14:43:14.720163;2024-12-20 14:43:18.423607;3703;72.7201504055362;
312;4;face;2024-12-20 14:43:23.692229;2024-12-20 14:43:27.386461;3694;73.4503862706362;
313;4;face;2024-12-20 14:43:32.593276;2024-12-20 14:43:36.287110;3693;73.081824887804;
314;4;face;2024-12-20 14:43:41.493681;2024-12-20 14:43:45.223166;3729;73.0383326565067;
315;4;face;2024-12-20 14:43:52.928138;2024-12-20 14:43:56.630226;3702;72.7724856806719;
316;4;face;2024-12-20 14:44:02.807308;2024-12-20 14:44:06.511218;3703;73.4010156042574;
317;4;face;2024-12-20 14:44:14.306005;2024-12-20 14:44:18.045779;3739;74.3949300993927;
318;4;hardware;2024-12-20 14:46:30.417411;2024-12-20 14:46:30.714190;296;1;
319;4;hardware;2024-12-20 14:46:32.885660;2024-12-20 14:46:33.059158;173;1;
321;4;hardware;2024-12-20 14:46:36.341445;2024-12-20 14:46:36.520187;178;1;
322;4;hardware;2024-12-20 14:46:38.259254;2024-12-20 14:46:38.448681;189;1;
323;4;hardware;2024-12-20 14:46:40.333648;2024-12-20 14:46:40.509687;176;1;
324;4;hardware;2024-12-20 14:46:42.931900;2024-12-20 14:46:43.106351;174;1;
327;4;hardware;2024-12-20 14:46:46.121380;2024-12-20 14:46:52.594299;6472;0;
328;4;hardware;2024-12-20 14:46:46.121380;2024-12-20 14:46:56.543063;10421;1;
329;4;hardware;2024-12-20 14:46:58.482188;2024-12-20 14:46:58.663696;181;1;
330;4;hardware;2024-12-20 14:47:00.204549;2024-12-20 14:47:00.383001;178;1;
331;4;hardware;2024-12-20 14:47:02.694059;2024-12-20 14:47:02.887193;193;1;
332;4;hardware;2024-12-20 14:47:07.692775;2024-12-20 14:47:07.884861;192;1;
333;4;hardware;2024-12-20 14:47:09.936962;2024-12-20 14:47:10.120456;183;1;
334;4;hardware;2024-12-20 14:47:11.747453;2024-12-20 14:47:11.970780;223;1;
335;4;hardware;2024-12-20 14:47:13.644942;2024-12-20 14:47:13.823305;178;1;
336;4;hardware;2024-12-20 14:47:15.768677;2024-12-20 14:47:15.968334;199;1;
337;4;hardware;2024-12-20 14:47:17.758386;2024-12-20 14:47:17.938503;180;1;
338;4;hardware;2024-12-20 14:47:19.666651;2024-12-20 14:47:19.845474;178;1;
339;4;hardware;2024-12-20 14:47:21.403518;2024-12-20 14:47:21.585164;181;1;
340;4;hardware;2024-12-20 14:47:24.083233;2024-12-20 14:47:24.261384;178;1;
341;4;hardware;2024-12-20 14:47:26.618450;2024-12-20 14:47:26.805025;186;1;
342;4;hardware;2024-12-20 14:47:28.806711;2024-12-20 14:47:28.993684;186;1;
343;4;hardware;2024-12-20 14:47:30.911735;2024-12-20 14:47:31.089051;177;1;
344;4;hardware;2024-12-20 14:47:32.616943;2024-12-20 14:47:32.824763;207;1;
345;4;hardware;2024-12-20 14:47:35.307883;2024-12-20 14:47:35.475828;167;1;
347;5;totp;2024-12-20 15:01:43.291130;2024-12-20 15:01:54.836249;11545;1;
348;5;totp;2024-12-20 15:01:58.809468;2024-12-20 15:02:06.162976;7353;1;
349;5;totp;2024-12-20 15:02:08.582859;2024-12-20 15:02:15.064086;6481;1;
350;5;totp;2024-12-20 15:02:17.688881;2024-12-20 15:02:26.935808;9246;1;
351;5;totp;2024-12-20 15:02:32.007365;2024-12-20 15:02:37.835349;5827;1;
352;5;totp;2024-12-20 15:02:46.183595;2024-12-20 15:03:05.343279;19159;1;
353;5;totp;2024-12-20 15:03:29.064702;2024-12-20 15:03:35.929699;6864;1;
354;5;totp;2024-12-20 15:04:01.143266;2024-12-20 15:04:07.172375;6029;1;
355;5;totp;2024-12-20 15:04:31.061388;2024-12-20 15:04:36.971310;5909;1;
356;5;totp;2024-12-20 15:05:07.952677;2024-12-20 15:05:14.319813;6367;1;
357;5;totp;2024-12-20 15:05:33.361995;2024-12-20 15:05:38.309443;4947;1;
358;5;totp;2024-12-20 15:06:03.938779;2024-12-20 15:06:09.062239;5123;1;
359;5;totp;2024-12-20 15:06:32.163994;2024-12-20 15:06:37.698214;5534;1;
360;5;totp;2024-12-20 15:07:01.216997;2024-12-20 15:07:10.991215;9774;1;
361;5;totp;2024-12-20 15:07:36.026830;2024-12-20 15:07:42.580409;6553;1;
362;5;totp;2024-12-20 15:08:02.193541;2024-12-20 15:08:08.531728;6338;1;
363;5;totp;2024-12-20 15:08:31.883918;2024-12-20 15:08:37.194595;5310;1;
364;5;totp;2024-12-20 15:09:02.289957;2024-12-20 15:09:09.385371;7095;1;
365;5;totp;2024-12-20 15:09:33.631455;2024-12-20 15:09:39.264110;5632;1;
366;5;totp;2024-12-20 15:10:07.931607;2024-12-20 15:10:13.905881;5974;1;
367;5;totp;2024-12-20 15:10:32.126473;2024-12-20 15:10:38.223092;6096;1;
368;5;totp;2024-12-20 15:11:01.563011;2024-12-20 15:11:06.676403;5113;1;
369;5;totp;2024-12-20 15:11:33.441886;2024-12-20 15:11:38.977211;5535;1;
370;5;totp;2024-12-20 15:12:02.992396;2024-12-20 15:12:08.112483;5120;1;
371;5;totp;2024-12-20 15:12:33.346920;2024-12-20 15:12:39.148043;5801;1;
372;5;face;2024-12-20 15:13:46.876951;2024-12-20 15:13:50.622193;3745;82.8465665862154;
373;5;face;2024-12-20 15:13:55.937211;2024-12-20 15:13:59.667531;3730;81.9368488638264;
374;5;face;2024-12-20 15:14:03.162921;2024-12-20 15:14:06.872386;3709;82.5657428781546;
375;5;face;2024-12-20 15:14:14.351695;2024-12-20 15:14:18.063968;3712;80.3329661668439;
376;5;face;2024-12-20 15:14:21.587237;2024-12-20 15:14:25.291926;3704;80.2619909168272;
377;5;face;2024-12-20 15:14:28.264702;2024-12-20 15:14:32.012628;3747;82.3520292341486;
378;5;face;2024-12-20 15:14:35.197859;2024-12-20 15:14:38.888716;3690;78.748473649618;
379;5;face;2024-12-20 15:14:44.139541;2024-12-20 15:14:47.845615;3706;78.9344664191148;
380;5;face;2024-12-20 15:14:52.023268;2024-12-20 15:14:55.743265;3719;81.1616216707924;
